,review,cleaning,noun
81,앱 사용자인데요... 사이트에 들어가지질 않아서 삭제하고 다시 깔았는데도 여전히 마찬가지이네요 ㅠㅠ 댓글보니 며칠째 이 상황인 모양인데 사용자들에게 설명은 있어야하지 않나요???,앱사용자인데요사이트에들어가지질않아서삭제하고다시깔았는데도여전히마찬가지이네요ㅠㅠ댓글보니며칠째이상황인모양인데사용자들에게설명은있어야하지않나요,"['사용자', '사이트', '삭제', '다시', '마찬가지', '댓글', '며칠', '황인모', '사용자', '설명']"
82,지하철 광고보구 가입해서 렌트 몆번했는데요 상태도 좋구 세탁하지 않고 반납해서 좋더라구요^^ 택배비 무료인건 비밀ㅋ..셰어? 해보니 대여나갈때마다 적립금이 매일 쌓이더라구요..좋은 시스템 인듯 합니다 전 만족해요..감사합니다 승승장구하세요^^,지하철광고보구가입해서렌트몆번했는데요상태도좋구세탁하지않고반납해서좋더라구요택배비무료인건비밀ㅋ셰어해보니대여나갈때마다적립금이매일쌓이더라구요좋은시스템인듯합니다전만족해요감사합니다승승장구하세요,"['지하철', '광고', '보구', '가입', '렌트', '상태', '구세', '반납', '택배', '무료', '인건비', '셰어', '대여', '적립금', '매일', '시스템', '승승장구']"
83,빨리 환불해주세요 왜 50프로 쿠폰선택했는데 할인없이 결제가 되나요 1대1문의도 에러나고... 이메일 드렸으니 환불해주세요,빨리환불해주세요왜50프로쿠폰선택했는데할인없이결제가되나요1대1문의도에러나고이메일드렸으니환불해주세요,"['환불', '프로', '쿠폰', '선택', '할인', '결제', '의도', '에러', '이메일', '환불']"
84,갑자기 마케팅동의 안하면 사용할수가 없게 팝업이 계속 뜨는데 너무 짜증나서 안쓰고 싶어졌어요,갑자기마케팅동의안하면사용할수가없게팝업이계속뜨는데너무짜증나서안쓰고싶어졌어요,"['갑자기', '마케팅', '의안', '팝업', '계속']"
85,처음으로 사용하려고 어플깔았는데 너무 느리고 렉걸리고이래서 시작도못하고 뭘 할수가없어요..,처음으로사용하려고어플깔았는데너무느리고렉걸리고이래서시작도못하고뭘할수가없어요,"['처음', '사용', '려고', '어플', '시작']"
86,가입하니까 있는 아이디라 그러고 로그인 하려니까 존재하지 않는 아이디라고 나오는데 도대체 어떻게 해야 이용 가능하죠,가입하니까있는아이디라그러고로그인하려니까존재하지않는아이디라고나오는데도대체어떻게해야이용가능하죠,"['가입', '아이디', '로그', '존재', '아이디', '대체']"
87,나만이런가..화면이..왜이래?...1시간째..어플 이상한거같은데..,나만이런가화면이왜이래1시간째어플이상한거같은데,['런가']
88,업데이트 된 것 같은데 소셜로그인 기능이 아예 안먹습니다 계속 첫화면으로 돌아와요..피드백 부탁드립니다,업데이트된것같은데소셜로그인기능이아예안먹습니다계속첫화면으로돌아와요피드백부탁드립니다,"['업데이트', '소셜', '로그인', '기능', '아예', '계속', '피드백']"
89,세어 할때는 잘 생각하고 브렌드 있다고 내면 안되요. 외국 것은 잘 모르는 거 같고 뭘 기준으로 선별 하는지 불분명 해요. 조금 씩 보내는게 좋겠어요. 전 다시는 선택 안 합니다.,세어할때는잘생각하고브렌드있다고내면안되요외국것은잘모르는거같고뭘기준으로선별하는지불분명해요조금씩보내는게좋겠어요전다시는선택안합니다,"['생각', '브렌', '외국', '기준', '지불', '요전', '선택']"
90,어플 너무 느리고... 자꾸 튕깁니다,어플너무느리고자꾸튕깁니다,"['어플', '자꾸']"
91,이용하기 편리하고 가격 부담이 있는 써볼수 있어서 좋아요~~,이용하기편리하고가격부담이있는써볼수있어서좋아요,"['이용', '가격', '부담']"
92,너무 느려요 답답해요ㅠㅠㅠ 볼려고 해도 볼 수 가 없네요 해결해주세요,너무느려요답답해요ㅠㅠㅠ볼려고해도볼수가없네요해결해주세요,"['해도', '해결']"
93,도대체 왜 자꾸 앱이 중지되는거죠? 지웠다 깔아도 그대로네요. 짜증..,도대체왜자꾸앱이중지되는거죠지웠다깔아도그대로네요짜증,"['도대체', '자꾸', '중지', '그대로', '짜증']"
94,404... 어떻게 로그인하자마자 404... 이게 유일한 매장이잖아요.... 오마이갓...,404어떻게로그인하자마자404이게유일한매장이잖아요오마이갓,"['게로', '인하', '매장', '오마이갓']"
95,"인스타 통해 설치, 가입후 접속이 안돼고있느니 원ㅡㅡ....",인스타통해설치가입후접속이안돼고있느니원ㅡㅡ,"['인스타', '통해', '설치', '가입', '접속', '이안']"
96,투자도 많이 받았다던데 옷도 별로 없고 ux도 어렵고 굉장히 난해한 서비스네요,투자도많이받았다던데옷도별로없고ux도어렵고굉장히난해한서비스네요,"['투자', '별로', '서비스']"
97,어플 사용하라고 만든거 맞나요? 속터지게 하려고 만든듯. 렉심해서 못써먹겠네요,어플사용하라고만든거맞나요속터지게하려고만든듯렉심해서못써먹겠네요,"['어플', '사용', '지게', '려고']"
98,앱이 왤케 느려요 무료 개설 사이트도 이렇겐 안느릴듯,앱이왤케느려요무료개설사이트도이렇겐안느릴듯,"['무료', '개설', '사이트', '겐안']"
99,페이지 넘어가는게 너무 느려요 ㅠ,페이지넘어가는게너무느려요ㅠ,['페이지']
100,어떻게 어플이 이렇게 며칠씩 안 열리나요~9,어떻게어플이이렇게며칠씩안열리나요9,"['어플', '며칠']"
101,app자체는넘좋은것같은데..일단..너무느려요ㅠ,app자체는넘좋은것같은데일단너무느려요ㅠ,['자체']
102,너무 느리고 화면이 아예 안보여요. . . .,너무느리고화면이아예안보여요,"['화면', '아예', '안보', '여요']"
103,알림설정에서 알림을 꺼도꺼도 다시 알림이 오고 확인해보면 다시 알림 설정이 켜있어요,알림설정에서알림을꺼도꺼도다시알림이오고확인해보면다시알림설정이켜있어요,"['알림', '설정', '다시', '알림', '이오', '확인', '알림', '설정']"
104,아이디어는좋은데 어플이 느려서 답답해요,아이디어는좋은데어플이느려서답답해요,"['아이디어', '어플']"
105,잘 사용하고 있습니다,잘사용하고있습니다,[]
106,좋아용 포인트 적립되면 나중에 쓸수 있어서 너무 좋아용,좋아용포인트적립되면나중에쓸수있어서너무좋아용,"['포인트', '적립', '나중']"
107,너무 느려요 ....왜케 옷사진이 늦게 뜨는건가요 ???,너무느려요왜케옷사진이늦게뜨는건가요,"['왜케옷', '사진', '가요']"
108,옷을 대여하기 쉬운어플입니다,옷을대여하기쉬운어플입니다,"['대여', '어플']"
109,제발 앱 속도개선 좀요!!!!!!!서비스 이용하고싶어도 앱 너무느려요,제발앱속도개선좀요서비스이용하고싶어도앱너무느려요,"['제발', '속도', '개선', '서비스']"
110,로그인이 안되요 ㅡㅡ 짜증나,로그인이안되요ㅡㅡ짜증나,['로그인']
111,예전보다 훨씬 부드러워져서 좋습니다!,예전보다훨씬부드러워져서좋습니다,['예전']
112,아니 무슨?! 왜이렇게 옷브랜드가 여자한테 몰려있나요? 남자는 이용하면 안되나요? 카파 마하그리드 왜 이런 브랜드가 없죠????,아니무슨왜이렇게옷브랜드가여자한테몰려있나요남자는이용하면안되나요카파마하그리드왜이런브랜드가없죠,"['브랜드', '여자', '카파', '마하', '그리드', '브랜드']"
113,웹으로만 되다가 이제 앱나와서 훨씬 편하네요,웹으로만되다가이제앱나와서훨씬편하네요,['이제']
114,옷장이 슬림해져서 좋아요,옷장이슬림해져서좋아요,"['옷장', '이슬']"
115,관리가 아얘안되는듯하네요,관리가아얘안되는듯하네요,['관리']
116,진짜 무슨 고객센터 번호도 없는 이런곳..선택한 내가 잘못이지,진짜무슨고객센터번호도없는이런곳선택한내가잘못이지,"['진짜', '고객', '센터', '번호', '선택', '잘못']"
117,업데이트이후 앱이 안켜져요,업데이트이후앱이안켜져요,"['업데이트', '이후', '이안']"
118,속도가 부모님안부물어보게함. 암걸려서 2점,속도가부모님안부물어보게함암걸려서2점,"['속도', '부모님', '안부', '함암']"
119,결혼식날 진짜 최고!!!!!!!!!너무너무너무너무 조아,결혼식날진짜최고너무너무너무너무조아,"['결혼식', '진짜', '최고', '무조']"
120,회원가입정보다쓰고 불편드려죄송하단 메세지창달랑~~,회원가입정보다쓰고불편드려죄송하단메세지창달랑,"['회원', '가입', '정보', '불편', '메세지', '달랑']"
121,지금 어플이랑 사이트 둘 다 접속 안돼요 무슨 일 있나요??,지금어플이랑사이트둘다접속안돼요무슨일있나요,"['지금', '어플', '사이트', '접속']"
122,편리한 어플입니다,편리한어플입니다,['어플']
123,남자친구폰으로 다운받고 잘보고있어요 마르지엘라 지방시 넣어주세요 아 그리구 구찌 마몬트 마틀라세 스몰도 넣어주세요,남자친구폰으로다운받고잘보고있어요마르지엘라지방시넣어주세요아그리구구찌마몬트마틀라세스몰도넣어주세요,"['남자친구', '다운', '마르지', '엘라', '지방시', '구찌', '몬트', '마틀', '스몰']"
124,남자옷은 없네요 ㅠ,남자옷은없네요ㅠ,['남자']
125,유용한거같아요!,유용한거같아요,[]
126,탈퇴하는 방법좀 알려주세요,탈퇴하는방법좀알려주세요,"['탈퇴', '방법']"
127,앱 편하고좋네요.,앱편하고좋네요,[]
128,여성전용 대여플랫폼이네요.,여성전용대여플랫폼이네요,"['전용', '플랫폼']"
129,회원가입이 안되네요,회원가입이안되네요,"['회원', '가입']"
130,어플 좋네요 ㅎㅎ,어플좋네요ㅎㅎ,['어플']
131,진짜 좋아요,진짜좋아요,['진짜']
132,왜자꾸꺼지나요,왜자꾸꺼지나요,['자꾸']
133,안켜짐,안켜짐,[]
134,너무느림,너무느림,[]
135,앱불편합니다,앱불편합니다,[]
136,정말편하네요,정말편하네요,['정말']
137,요즘 옷이나 가방이 터무니 없이 비싸서 저럼한 제품만 찾았었는데.. 클로젯쉐어 덕분에 평소 너무 갖고싶지만 비싸서 구매할 엄두도 못냈던 제품을 사용해볼 수 있어서 신세계였습니다 ㅠㅠ(감격) 결혼식 하객이나 자주 입지 않아 사기가 꺼려지는 옷들을 빌릴 수 있으니 여러모로 좋은 앱이네요^^감사합니다~~~,요즘옷이나가방이터무니없이비싸서저럼한제품만찾았었는데클로젯쉐어덕분에평소너무갖고싶지만비싸서구매할엄두도못냈던제품을사용해볼수있어서신세계였습니다ㅠㅠ감격결혼식하객이나자주입지않아사기가꺼려지는옷들을빌릴수있으니여러모로좋은앱이네요감사합니다,"['요즘', '가방', '무니', '제품', '쉐어', '덕분', '평소', '구매', '엄두', '제품', '사용', '신세계', '감격', '결혼식', '하객', '자주', '입지', '사기', '모로']"
138,하도 얘기해서 어플 다운로드 받고 중요한 만남 장소에 이용해서 대여를 해봤습니다,하도얘기해서어플다운로드받고중요한만남장소에이용해서대여를해봤습니다,"['얘기', '어플', '다운로드', '만남', '장소', '에이', '대여']"
139,제가 아무리 빌리고싶은 옷과 가방을 골라놔도 각각 회수 시기가 맞지 않아 코디가 어렵습니다,제가아무리빌리고싶은옷과가방을골라놔도각각회수시기가맞지않아코디가어렵습니다,"['가방', '회수', '시기', '아코']"
140,앱은 뒤로 버튼 없어서 엄청 불편하고..개선할 생각도 없어보이고,앱은뒤로버튼없어서엄청불편하고개선할생각도없어보이고,"['버튼', '고개', '생각', '보이']"
141,"저는 클로젯셰어를 2년 전에 처음 사용한 뒤로 지금까지도 때때로 사용하는데요, 버려지는 의류 쓰레기를 줄이고 오히려 그걸 가치있게 재생산하는 걸 도와줘서 굉장히 의미있는 서비스를 제공한다고 생각해요. 어떻게보면 내가 갖지도 못할 물건에 돈을 쓰는 게 더 낭비라고 생각될 수도 있는데요, 사놓고 한 두번밖에 입지 않은 옷들을 결국에 버린 경험이 있는 사람들이라면 이해하실 거에요. 그래서 매달 의류에 일정 금액을 지불하시는 분들에게는 이 방법도 나쁘지 않은 것 같고요, 결혼식이나 특별한 파티 같은 이벤트가 있어서 일회성으로 옷을 마련해야 하는 분들께는 정말 좋은 옵션인 것 같아요.",저는클로젯셰어를2년전에처음사용한뒤로지금까지도때때로사용하는데요버려지는의류쓰레기를줄이고오히려그걸가치있게재생산하는걸도와줘서굉장히의미있는서비스를제공한다고생각해요어떻게보면내가갖지도못할물건에돈을쓰는게더낭비라고생각될수도있는데요사놓고한두번밖에입지않은옷들을결국에버린경험이있는사람들이라면이해하실거에요그래서매달의류에일정금액을지불하시는분들에게는이방법도나쁘지않은것같고요결혼식이나특별한파티같은이벤트가있어서일회성으로옷을마련해야하는분들께는정말좋은옵션인것같아요,['셰어']
142,"처음에 맨투맨 하나를 3개월 셰어하고 다시 받았을때, 제가 가지고 있었을 때보다 더 깨끗한 상태임을 확인하고 믿음을 가지게 되어 이후에 몇몇가지 종류의 옷들을 셰어했습니다. 그런데 최근에 두벌의 옷을 셰어상태를 종료하고 받았는데 제가 한번밖에 입지 않았던 원피스는 냄새도 나고 중간중간에 올도 몇개 풀려있네요. 많이 불쾌했습니다. 저는 사놓고 딱 한번 한시간 입은게 다여서 정말 황당했어요. 물론 셰어하는거니까 아주 똑같은 상태가 아닐 것임은 예상했지만 이렇게 이상한 상태일 줄은 몰랐네요. 다시는 이용하지 않을겁니다. 취지도 좋고 너무 괜찮은 앱이라고 생각했는데 옷에 냄새 나는건 너무했어요.",처음에맨투맨하나를3개월셰어하고다시받았을때제가가지고있었을때보다더깨끗한상태임을확인하고믿음을가지게되어이후에몇몇가지종류의옷들을셰어했습니다그런데최근에두벌의옷을셰어상태를종료하고받았는데제가한번밖에입지않았던원피스는냄새도나고중간중간에올도몇개풀려있네요많이불쾌했습니다저는사놓고딱한번한시간입은게다여서정말황당했어요물론셰어하는거니까아주똑같은상태가아닐것임은예상했지만이렇게이상한상태일줄은몰랐네요다시는이용하지않을겁니다취지도좋고너무괜찮은앱이라고생각했는데옷에냄새나는건너무했어요,"['처음', '개월', '셰어', '다시', '때제', '가지', '상태', '확인', '믿음', '가지', '이후', '몇몇', '가지', '종류', '셰어', '최근', '에두', '셰어', '상태', '종료', '한번', '입지', '원피스', '냄새', '도나', '중간', '중간', '몇개', '한번', '게다', '정말', '셰어', '아주', '상태', '예상', '한상태', '취지', '생각', '냄새']"
143,쿠폰으로 대여하시는분들 할인 해드리는건 알겠는데,쿠폰으로대여하시는분들할인해드리는건알겠는데,"['쿠폰', '대여', '할인']"
144,렌트해서 이용하다가 이사하면서 잃어버렸습니다,렌트해서이용하다가이사하면서잃어버렸습니다,['렌트']
145,클로젯셰어 시작하면서 비싸지않은 금액으로 매달 새로운 옷을 받아볼수있게되니 의류비로 불필요하게 지출하던게 아예 없어졌구요! 따로 옷살까? 싶을때에도 클로젯셰어 생각하며 한번 더 참게되더라구요.,클로젯셰어시작하면서비싸지않은금액으로매달새로운옷을받아볼수있게되니의류비로불필요하게지출하던게아예없어졌구요따로옷살까싶을때에도클로젯셰어생각하며한번더참게되더라구요,"['셰어', '시작', '금액', '매달', '류비', '지출', '아예', '셰어', '생각', '한번', '참게']"
146,"여러 번 이용했는데 모든 면에서 너무 만족스러워요 ! 지방도 오후 4시 이전이면 당일출고여서 빠르게 받아볼 수 있어 약속 당일에 계획대로 입을 수 있어 좋았어요:) 예쁜 옷들도 많고,,❤️ 벌써 찜 해놓은 옷이 한가득이예요ㅎㅎ 그리고 무엇보다 살균 세탁해서인지 옷 상태도 뽀송뽀송 청결했고 좋은 냄새나서 기분 좋게 입을 수 있었습니다:) 데일리도 데일리지만 면접, 결혼식, 데이트 등 특별한 날 입을 수 있는 옷이 많아 좋아요ㅎㅎ 또, 한 스타일에 국한되지 않고 다양한 스타일의 옷이 있어 평소 안 입어본 스타일도 쉽게 시도할 수 있어 좋은 것 같아요 ! 좋은 점이 너무 많네요.....ㅎㅎㅎ 어쨌든 여러모로 만족한 서비스고 앞으로도 애용할 것 같아요☺️",여러번이용했는데모든면에서너무만족스러워요지방도오후4시이전이면당일출고여서빠르게받아볼수있어약속당일에계획대로입을수있어좋았어요예쁜옷들도많고벌써찜해놓은옷이한가득이예요ㅎㅎ그리고무엇보다살균세탁해서인지옷상태도뽀송뽀송청결했고좋은냄새나서기분좋게입을수있었습니다데일리도데일리지만면접결혼식데이트등특별한날입을수있는옷이많아좋아요ㅎㅎ또한스타일에국한되지않고다양한스타일의옷이있어평소안입어본스타일도쉽게시도할수있어좋은것같아요좋은점이너무많네요ㅎㅎㅎ어쨌든여러모로만족한서비스고앞으로도애용할것같아요,"['지방도', '오후', '살균', '세탁', '상태', '냄새', '기분', '일리', '도데', '일리', '면접', '결혼식', '데이트', '스타일', '국한', '스타일', '평소', '스타일', '시도', '어쨌든', '모로', '서비스', '애용']"
147,"일단 렌탈하는 옷 퀄리티가 좋은편이라 믿고 대여해요! 저도 몇개 쉐어링 하려고 보냈다가 퀄리티 기준에 못미쳐서 등록안된 옷들이 있거든요ㅠㅠ 클로젯셰어에는 한섬브랜드는 물론이고 마쥬, 산드로 같이 평소 좋아하는 브랜드 옷들이 많아서 애용하고 있습니다! 데일리룩이 아니면 평소에 잘 입을일이 없어서 비싼돈주고 사기 망설여지는데 이렇게 옷을 쉐어할수 있어서 얼마나 좋은지몰라요:) 대신 사이즈를 잘 보고 주문하는 게 ⭐️매우중요⭐️",일단렌탈하는옷퀄리티가좋은편이라믿고대여해요저도몇개쉐어링하려고보냈다가퀄리티기준에못미쳐서등록안된옷들이있거든요ㅠㅠ클로젯셰어에는한섬브랜드는물론이고마쥬산드로같이평소좋아하는브랜드옷들이많아서애용하고있습니다데일리룩이아니면평소에잘입을일이없어서비싼돈주고사기망설여지는데이렇게옷을쉐어할수있어서얼마나좋은지몰라요대신사이즈를잘보고주문하는게매우중요,"['옷퀄리티', '편이', '여해', '몇개', '쉐어', '려고', '퀄리티', '기준', '등록', '셰어', '한섬', '브랜드', '고마', '산드로', '평소', '브랜드', '애용', '일리', '평소', '일이', '사기', '쉐어', '대신', '사이즈', '보고', '주문', '매우']"
148,예전에 정기렌탈권 살까말까 고민했던 때보다 더 종류가 많아지고 스타일도 다양해졌네요! 예쁜 옷들이 완전 많아졌어요 ㅎㅎ 그리고 이벤트나 할인같은 것도 수시로 해주셔서 유용하게 이용하고 있습니다 :D 취지도 좋고 옷 좋아하는 분들에게 필수어플이네요!여성복 남성복 카테고리도 나눠져있어서 이용하기 편하구용 ㅎㅎ앞으로도 잘 이용하겠습니다 감사합니다 🥰🖤🖤,예전에정기렌탈권살까말까고민했던때보다더종류가많아지고스타일도다양해졌네요예쁜옷들이완전많아졌어요ㅎㅎ그리고이벤트나할인같은것도수시로해주셔서유용하게이용하고있습니다D취지도좋고옷좋아하는분들에게필수어플이네요여성복남성복카테고리도나눠져있어서이용하기편하구용ㅎㅎ앞으로도잘이용하겠습니다감사합니다,"['예전', '정기', '렌탈', '고민', '종류', '스타일', '완전', '이벤트', '할인', '취지', '필수', '어플', '성복', '남성', '카테고리', '이용']"
149,"요즘 같이 외출이 잦지 않은 때에 특별한 날에 드레스코드를 맞춰야할때 다양한 스타일의 옷을 가성비 좋은 가격으로 즐길 수 있다는 장점이 있는 앱이에요, 후기도 많고 이용할 수 있는 의류도 많아요❣️ 스타일도 다양해서 연말파티나 휴양지컨셉, 데이트등등 입을 수 있는 옷 많아 추천🧡 그리고 담당자분 피드백이 빨라서 문의사항 있을때에도 언제나 만족스럽습니다😆",요즘같이외출이잦지않은때에특별한날에드레스코드를맞춰야할때다양한스타일의옷을가성비좋은가격으로즐길수있다는장점이있는앱이에요후기도많고이용할수있는의류도많아요스타일도다양해서연말파티나휴양지컨셉데이트등등입을수있는옷많아추천그리고담당자분피드백이빨라서문의사항있을때에도언제나만족스럽습니다,"['요즘', '외출', '드레스코드', '스타일', '가성', '가격', '장점', '후기', '의류', '스타일', '연말', '파티', '휴양지', '컨셉', '데이트', '추천', '담당자', '피드백', '이빨', '문의사항']"
150,"마음에 드는 옷을 다 살 수는 없잖아요. 클로젯셰어에서는 정말 다양하고 예쁜 옷들을 골라 빌려 입을 수 있으니 정말 너무 좋네요. 기간도 2주로 넉넉하고요 한번 빌릴 때 4피스씩이니까 마음이 여유롭고 푸근해짐 ㅋㅋㅋㅋㅋ 아 왜 이걸 진작 몰랐을까 싶을 정도로 좋아요. 새로운 스타일도 부담 없이 시도해 볼 수 있고, 내 스타일은 아니지만 한번 입어보고는 싶은 그런 옷들 있잖아요. 그런 옷들도 대여해 볼 수 있어서 실험정신을 발휘할 수도 있네요 희희희 앞으로 꾸준히 이용할 예정입니다.",마음에드는옷을다살수는없잖아요클로젯셰어에서는정말다양하고예쁜옷들을골라빌려입을수있으니정말너무좋네요기간도2주로넉넉하고요한번빌릴때4피스씩이니까마음이여유롭고푸근해짐ㅋㅋㅋㅋㅋ아왜이걸진작몰랐을까싶을정도로좋아요새로운스타일도부담없이시도해볼수있고내스타일은아니지만한번입어보고는싶은그런옷들있잖아요그런옷들도대여해볼수있어서실험정신을발휘할수도있네요희희희앞으로꾸준히이용할예정입니다,"['마음', '에드', '살수', '셰어', '정말', '정말', '기간', '주로', '한번', '피스', '마음이여', '진작', '정도', '스타일', '부담', '시도', '스타일', '한번', '대여', '실험', '정신', '발휘', '예정']"
151,"친구가 이 어플 추천해줘서 몇 번 이용해봤는데, 정말 편하고 좋아요! 특히 중요한 일정있을때 ㅠㅠ 옷 사기 에는 난감할때 미리미리 클로젯쉐어로 신청하고 받아입으니까 굳이 한번 입을 옷 안사도 되는거라 너무너무 좋아요ㅎㅎ 이용권도 혜택이 좋아서 더욱 자주 이용할 듯 하네요👍👍 옷도 진짜 이쁜거 많고 제 스타일이라 입고나가니까 주변에서 잘어울린다고 칭찬도 들었어요ㅋㅋㅋㅋ 아무튼 강!!추!!!합니다!!",친구가이어플추천해줘서몇번이용해봤는데정말편하고좋아요특히중요한일정있을때ㅠㅠ옷사기에는난감할때미리미리클로젯쉐어로신청하고받아입으니까굳이한번입을옷안사도되는거라너무너무좋아요ㅎㅎ이용권도혜택이좋아서더욱자주이용할듯하네요옷도진짜이쁜거많고제스타일이라입고나가니까주변에서잘어울린다고칭찬도들었어요ㅋㅋㅋㅋ아무튼강추합니다,"['친구', '어플', '추천', '몇번', '이용', '정말', '일정', '사기', '미리', '미리', '쉐어', '신청', '굳이', '한번', '옷안', '사도', '이용권', '혜택', '더욱', '자주', '진짜', '스타일', '주변', '칭찬']"
152,서비스 너무 좋아서 애용하는 사람입니다. (사실 시작한지 2달째입니다) 무려 멤버십 추가 결제를 한! 클로셋셰어 입장에서는 가장 시급하게 놓치지 말아야할 고객이죠..ㅎㅎ,서비스너무좋아서애용하는사람입니다사실시작한지2달째입니다무려멤버십추가결제를한클로셋셰어입장에서는가장시급하게놓치지말아야할고객이죠ㅎㅎ,"['서비스', '애용', '사람', '사실', '시작', '한지', '무려', '멤버십', '추가', '결제', '셰어', '입장', '가장', '고객']"
153,실증을 잘내는 저로썬 너무 잘사용하고 있는 어플이예요,실증을잘내는저로썬너무잘사용하고있는어플이예요,"['실증', '어플']"
154,상품을 고를 때 하단 번호를 넘기는 데 가끔 안 넘어갈 때가 있어요ㅠ 앱을 다시 시작하거나 재로그인해봐도 똑같아서요,상품을고를때하단번호를넘기는데가끔안넘어갈때가있어요ㅠ앱을다시시작하거나재로그인해봐도똑같아서요,"['상품', '하단', '번호', '가끔', '다시', '시작', '거나', '로그인']"
155,쓰기도 편하고 물량도 제일 많은 거 같아요,쓰기도편하고물량도제일많은거같아요,"['쓰기', '고물', '제일']"
156,평소 쇼핑을 많이해서 고민이었는데.. 한가지 옷을 오래 못입어서 ㅠ 클로젯셰어를 만나구 절약도 되고 여러 스타일을 입어볼 수 있어서 너무 만족하고 있어요!! 안입는 옷도 맡겨서 수익도 나고 옷장공유라는 개념이 너무 좋은거 같아요! 앞으로 더 기대됩니다^^,평소쇼핑을많이해서고민이었는데한가지옷을오래못입어서ㅠ클로젯셰어를만나구절약도되고여러스타일을입어볼수있어서너무만족하고있어요안입는옷도맡겨서수익도나고옷장공유라는개념이너무좋은거같아요앞으로더기대됩니다,"['평소', '쇼핑', '고민', '한가지', '셰어', '절약', '여러', '스타일', '수익', '도나', '옷장', '공유', '개념', '더기']"
157,"첨엔 옷도 많이 없었는데, 점점 많아지고",첨엔옷도많이없었는데점점많아지고,['점점']
158,옛날에 드라마에서 이렇게 옷 쉐어하는거 보고 한국에도 있으면 좋겠다 생각했었어요. 실제로 가능해진 시대가 오니 놀랍네요. 옷 종류도 기본 클래식한 스타일부터 평소에 안입는 독특한 옷도 있고 다양하고 예쁜 옷이 많아서 좋아요. 다음 대여땐 평소에 잘 안입는 스타일로도 도전해보려구요!,옛날에드라마에서이렇게옷쉐어하는거보고한국에도있으면좋겠다생각했었어요실제로가능해진시대가오니놀랍네요옷종류도기본클래식한스타일부터평소에안입는독특한옷도있고다양하고예쁜옷이많아서좋아요다음대여땐평소에잘안입는스타일로도도전해보려구요,"['옛날', '드라마', '쉐어', '보고', '한국', '생각', '실제', '가오니', '종류', '기본', '클래식', '스타일', '평소', '평소', '스타일', '도전']"
159,제가 가진 옷에 플러스 알파가 되는 느낌이에요.,제가가진옷에플러스알파가되는느낌이에요,"['가가', '진옷', '플러스', '알파', '느낌']"
160,너무너무 좋은 서비스예요!,너무너무좋은서비스예요,['서비스']
161,다른 분들 보시라고 5점드린거 1점도 아까움,다른분들보시라고5점드린거1점도아까움,"['보시', '점도']"
162,"입고싶은 옷을 마음껏 렌탈해서 입을 수 있어서 좋은 것 같아요! 비싸서 사입지 못한 브랜드 옷도 많고, 브랜드 종류도 굉장히 다양하고요. 이 어플 쓰고나선 쇼핑에 돈 지출하는것도 훨씬 줄었고요. 옷장에 옷 없어서 고민하는 일이 없어졌어요! 좋은 어플 서비스 쭉 유지해주세요 감사합니당~",입고싶은옷을마음껏렌탈해서입을수있어서좋은것같아요비싸서사입지못한브랜드옷도많고브랜드종류도굉장히다양하고요이어플쓰고나선쇼핑에돈지출하는것도훨씬줄었고요옷장에옷없어서고민하는일이없어졌어요좋은어플서비스쭉유지해주세요감사합니당,"['마음껏', '렌탈', '브랜드', '브랜드', '종류', '어플', '나선', '쇼핑', '지출', '옷장', '고민', '일이', '어플', '서비스', '유지']"
163,멤버십 가입해서 출근룩 데이트룩으로 잘 쓰고 있어요 !,멤버십가입해서출근룩데이트룩으로잘쓰고있어요,"['멤버십', '가입', '출근', '데이트']"
