,review,cleaning,noun
226,특별한 날 입고 싶은 옷이나 다른 스타일의 옷을 도전해보고 싶을 때 이용하기 좋아요~,특별한날입고싶은옷이나다른스타일의옷을도전해보고싶을때이용하기좋아요,"['스타일', '도전']"
227,앱 불편하다는 리뷰가 천지인데 여전하네요,앱불편하다는리뷰가천지인데여전하네요,"['리뷰', '천지']"
228,일이만원짜리 서비스도 아닌데,일이만원짜리서비스도아닌데,"['일이만원', '서비스']"
229,오류가 잦고 ux측면에서 개선이 필요한것 같습니다,오류가잦고ux측면에서개선이필요한것같습니다,"['오류', '측면', '개선']"
230,현재 아이폰8을 사용중이며 서비스를 이용하려 앱을 다운받았는데 할인전 안내로 인해 다른 서비스 이용 페이지로 넘어가지 않습니다. 확인 부탁드립니다.,현재아이폰8을사용중이며서비스를이용하려앱을다운받았는데할인전안내로인해다른서비스이용페이지로넘어가지않습니다확인부탁드립니다,"['현재', '아이폰', '을사', '서비스', '이용', '다운', '할인', '안내', '서비스', '이용', '페이지', '확인']"
231,상품을 클릭해서 상세정보를 보고 뒤로가기를 누르면 1페이지 가장 상단으로 돌아가니...매번 너무 불편해요😕,상품을클릭해서상세정보를보고뒤로가기를누르면1페이지가장상단으로돌아가니매번너무불편해요,"['상품', '클릭', '상세', '정보', '보고', '가기', '페이지', '가장', '상단']"
232,옷 입어보고 다시 올릴게요 좋은 사이트 인거같아요,옷입어보고다시올릴게요좋은사이트인거같아요,['사이트']
233,옷 보고난뒤에,옷보고난뒤에,['보고']
234,고객센터 번호도 없고 채팅이라고 있는데 칼답안하면 종료되네요^^ 문제가 있으면 고객탓하고 뭐 문제가 있는데 답변을 못들으니..이런 곳 처음봐요 절대 다시는 이용하고 싶지 않은 곳.,고객센터번호도없고채팅이라고있는데칼답안하면종료되네요문제가있으면고객탓하고뭐문제가있는데답변을못들으니이런곳처음봐요절대다시는이용하고싶지않은곳,"['고객', '센터', '번호', '채팅', '답안', '종료', '문제', '고객', '문제', '답변', '처음', '절대', '이용']"
235,브랜드 매번 새로 체크박스 설정하고 검색하는거 귀찮아요 ㅠㅠ 고정값으로 설정될수있게 만들어주세요,브랜드매번새로체크박스설정하고검색하는거귀찮아요ㅠㅠ고정값으로설정될수있게만들어주세요,"['브랜드', '체크박스', '설정', '검색', '고정', '설정']"
236,필터 검색하거나 할때 넘어가는게 느려요 ㅠ 개선되었으면 좋겠어요!,필터검색하거나할때넘어가는게느려요ㅠ개선되었으면좋겠어요,"['필터', '검색', '거나', '개선']"
237,굳이 회원탈퇴 기능 어플에 만들어 놓지도 않고,굳이회원탈퇴기능어플에만들어놓지도않고,"['굳이', '회원', '탈퇴', '기능', '어플']"
238,바로 안해주고? 요즘 그렇게 하는데가 어딨다고 보통 익일에 해주지않나요? 너무 구려요,바로안해주고요즘그렇게하는데가어딨다고보통익일에해주지않나요너무구려요,"['안해', '요즘', '보통', '익일', '구려']"
239,이미 구매한 옷으로 수익창출이 가능하고,이미구매한옷으로수익창출이가능하고,['수익']
240,비싼돈주고 구입안하고 급할때 요긴합니다,비싼돈주고구입안하고급할때요긴합니다,"['고구', '입안', '요긴']"
241,아이패드로 크게 보고 싶은데 개선해주세요,아이패드로크게보고싶은데개선해주세요,"['아이패드', '로크', '개선']"
242,"배송도 빨랐고, 맘에 듭니다.",배송도빨랐고맘에듭니다,"['배송', '듭니']"
243,카테고리나 상품목록을 누르면 아무것도 안나와요. 메인에 뜬 옷 하나하나 정보는 눌러지는데 어떤옷 있나 보고싶은데 목록이 하나도 안뜹니다.,카테고리나상품목록을누르면아무것도안나와요메인에뜬옷하나하나정보는눌러지는데어떤옷있나보고싶은데목록이하나도안뜹니다,"['카테고리', '상품', '목록', '안나', '메인', '정보', '목록', '이하나', '도안']"
244,고퀄의 좋은옷을 부담없이 입어볼수 있어서 좋아요.,고퀄의좋은옷을부담없이입어볼수있어서좋아요,['부담']
245,첫 결제하여 잘 사용중입니다. 옷의 질과 스타일은 논외로 하고 시스템 상 불편한 점이 있어 개선요청드립니다.,첫결제하여잘사용중입니다옷의질과스타일은논외로하고시스템상불편한점이있어개선요청드립니다,"['결제', '사용', '스타일', '외로', '시스템', '개선', '요청']"
246,저한테 딱 맞는 어플이네요,저한테딱맞는어플이네요,['어플']
247,모바일 어플로 키면 계속 벚꽃시즌 어쩌구 팝업창이 뜨는데 엑스 눌러도 계속 나와서 옷을 볼수가 없음 뭐하자는건지,모바일어플로키면계속벚꽃시즌어쩌구팝업창이뜨는데엑스눌러도계속나와서옷을볼수가없음뭐하자는건지,"['모바일', '어플', '로키', '계속', '벚꽃', '시즌', '팝업창', '엑스', '계속', '하자']"
248,4아이패드에서 열었을 때 뒤로가기 버튼이 없어요.(아이폰은 됨),4아이패드에서열었을때뒤로가기버튼이없어요아이폰은됨,"['아이패드', '때뒤', '가기', '버튼', '아이폰']"
249,되돌아가기 버튼이 안눌려요 어찌 어찌하다가 우연히 눌려져도 상품 개수가 0으로 뜨는 둥 불편한 점이 너무 많네요..ㅠㅠ,되돌아가기버튼이안눌려요어찌어찌하다가우연히눌려져도상품개수가0으로뜨는둥불편한점이너무많네요ㅠㅠ,"['버튼', '이안눌', '눌려', '상품', '개수']"
250,좀 느리고 뒤로 가기 눌러서 제자리로 안오고,좀느리고뒤로가기눌러서제자리로안오고,"['가기', '제자리', '로안']"
251,"멤버십, 쉐어러, 교환/회수 시스템은 좋습니다! 학생에게는 부담스러울 수 있겠지만 직장인들에게는 합리적인 가격인 듯 해요. 그리고 이용자들끼리도 대여할 수 있게 쉐어러 시스템을 만들어서 다양한 옷을 빌릴 수 있는 게 좋네요.",멤버십쉐어러교환회수시스템은좋습니다학생에게는부담스러울수있겠지만직장인들에게는합리적인가격인듯해요그리고이용자들끼리도대여할수있게쉐어러시스템을만들어서다양한옷을빌릴수있는게좋네요,"['멤버십', '쉐어', '교환', '회수', '시스템', '학생', '직장인', '합리', '격인', '듯해', '이용자', '끼리', '대여', '쉐어', '러시', '스템']"
252,금방 옷이 질려버리는 사람으로서 구원자같은 서비스인 만큼 어플 사용하면서 느끼는 불편함들이 너무너무 안타까워요ㅠㅠ 웬만한 쇼핑몰 앱 만큼만 해도 워낙 유일무이한 서비스라 잘 될 것 같은데 말이죠!,금방옷이질려버리는사람으로서구원자같은서비스인만큼어플사용하면서느끼는불편함들이너무너무안타까워요ㅠㅠ웬만한쇼핑몰앱만큼만해도워낙유일무이한서비스라잘될것같은데말이죠,"['금방', '사람', '구원', '서비스', '어플', '사용', '쇼핑몰', '해도', '워낙', '유일', '서비스']"
253,인증번호 4자리가 전송이 안되서 가입을 못하고 있어요..,인증번호4자리가전송이안되서가입을못하고있어요,"['인증', '번호', '자리', '전송', '가입']"
254,명품을 저렴하게 대여할 수 있어서 좋아요,명품을저렴하게대여할수있어서좋아요,"['명품', '대여']"
255,앱을 삭제했다가 재다운로드해도 카카오 로그인이 안되네요... 웹으로 들어갈땐 되는데 앱으론 왜 안될까요 ㅜㅜ,앱을삭제했다가재다운로드해도카카오로그인이안되네요웹으로들어갈땐되는데앱으론왜안될까요ㅜㅜ,"['삭제', '가재', '다운로드', '해도', '카카오', '로그인']"
256,앞으로 자주 애용하겠습니다 ㅎ,앞으로자주애용하겠습니다ㅎ,"['자주', '애용']"
257,브랜드로 검색하기 기능이 추가되면 좋겠습니다.,브랜드로검색하기기능이추가되면좋겠습니다,"['브랜드', '검색', '기능', '추가']"
258,최고에요.,최고에요,['최고']
259,전체보기가 미리 나와있으면 좋겠고,전체보기가미리나와있으면좋겠고,"['전체', '보기', '미리']"
260,"앱 구동하는데 너무 무겁고 오류가 많아요,,,,,",앱구동하는데너무무겁고오류가많아요,"['구동', '오류']"
261,몇개월 이용한 후기 올립니다,몇개월이용한후기올립니다,"['몇개', '이용', '후기']"
262,셰어링 했다가 기간 지나고,셰어링했다가기간지나고,['셰어']
263,한혜연님 유투브보고 결제를 했는데 맘에 드는 옷을 제가 필요할 때 빌리기 어려웠습니다.,한혜연님유투브보고결제를했는데맘에드는옷을제가필요할때빌리기어려웠습니다,"['한혜연', '유투브', '보고', '결제', '에드', '을제']"
264,앱구매이력삭제요청 합니다,앱구매이력삭제요청합니다,"['이력', '삭제요청']"
265,뭘 하나 물어봐도 답변이 엄청 엄청 엄청 늦게오고,뭘하나물어봐도답변이엄청엄청엄청늦게오고,['답변']
266,편리하고 좋아요 강추입니다,편리하고좋아요강추입니다,['요강']
267,"상담사분한테 이용권해지,교환요청 문의 드렸는데",상담사분한테이용권해지교환요청문의드렸는데,"['상담사', '이용권', '해지', '교환', '청문']"
268,푸쉬알림설정 해제해놔도 다시 들어가보면 또 체크돼있음 ㅡㅡ 상술진짜 ㅋㅋㅋ,푸쉬알림설정해제해놔도다시들어가보면또체크돼있음ㅡㅡ상술진짜ㅋㅋㅋ,"['알림', '설정', '해제', '다시', '체크', '상술', '진짜']"
269,인증번호 발송이 되지않습니다,인증번호발송이되지않습니다,"['인증', '번호', '발송']"
270,아이폰에서 앱구동이 너무 느려요 답답,아이폰에서앱구동이너무느려요답답,"['아이폰', '구동', '답답']"
271,저가 입을 옷이 없어서 남성 옷도 있었으면 좋겠습니다,저가입을옷이없어서남성옷도있었으면좋겠습니다,"['가입', '남성']"
272,개선돼야할거 같아요,개선돼야할거같아요,['개선']
273,실화야??? 눈을 못믿엇음,실화야눈을못믿엇음,"['실화', '엇음']"
274,팝업창이 계속 뜬채 없어지지도 않는 에러가 나요;;,팝업창이계속뜬채없어지지도않는에러가나요,"['팝업창', '계속', '에러', '가나']"
275,옷들 다 구리고 안 예쁜데ㅋㅋ,옷들다구리고안예쁜데ㅋㅋ,[]
276,전부 여자옷인듯 하네요 그리고 로딩시에 하얀 화면이 오래 지속되네요 로딩인줄 모르고 첨엔 앱 안되는줄! 상품마다 태그를 넣고 필터기능이 좀 더 추가되었으면 좋겠습니다 옷 종류 성별 연령이나 사이즈 등으로 쉽게 검색할수 있도록요. 좋은 컨셉의 서비스이나 아직 개선할점이 많아보입니다.,전부여자옷인듯하네요그리고로딩시에하얀화면이오래지속되네요로딩인줄모르고첨엔앱안되는줄상품마다태그를넣고필터기능이좀더추가되었으면좋겠습니다옷종류성별연령이나사이즈등으로쉽게검색할수있도록요좋은컨셉의서비스이나아직개선할점이많아보입니다,"['부여', '딩시', '화면', '이오', '지속', '로딩', '상품', '태그', '필터', '기능', '좀더', '추가', '종류', '성별', '연령', '사이즈', '검색', '컨셉', '서비스', '개선']"
277,"옷을 고를 때 사진 세장으로만 판단해야 하는데, 어플로 볼때 사진 확대가 되지않아서 옷이 어떤 디테일이 있는지 볼 수 없는 게 많습니다. 감이 안잡혀요.",옷을고를때사진세장으로만판단해야하는데어플로볼때사진확대가되지않아서옷이어떤디테일이있는지볼수없는게많습니다감이안잡혀요,"['사진', '판단', '어플', '볼때', '사진', '확대', '일이']"
278,대여가능으로.변경되었다는 알림온거 타고 들어가면 그 제품이 나와야되는데 안나와요. 그리고 검색 필터링에 드레스나 치마 기장 범위정해서 검색할수있었으면 고르기 참좋을것같습니다 키작녀한테는 바닥에 끌릴만한 옷도 많더라구요이쁘긴한데,대여가능으로변경되었다는알림온거타고들어가면그제품이나와야되는데안나와요그리고검색필터링에드레스나치마기장범위정해서검색할수있었으면고르기참좋을것같습니다키작녀한테는바닥에끌릴만한옷도많더라구요이쁘긴한데,"['가능', '변경', '알림', '타고', '제품', '검색', '필터', '드레스', '치마', '기장', '범위', '정해', '검색', '키작녀', '바닥']"
279,너무너무 앱이 불안정해요,너무너무앱이불안정해요,[]
280,제곧내,제곧내,['제곧내']
281,...,,[]
282,에러가 자주 나요,에러가자주나요,['에러']
283,알림이 너무 자주 떠요,알림이너무자주떠요,"['알림', '자주']"
284,두 개 진짜 치명적인 오류같아요 고쳐주세요~,두개진짜치명적인오류같아요고쳐주세요,"['진짜', '치명', '오류']"
285,한번 보려면 최소 서너번은 강제종료 후 다시 엽니다. 쿠폰 팝업 뜨면 먹통은 다반사. 구형단말 아니구요. XS예요. 그리고 제일 불편한 건.. 리스트에서 제품 본후 뒤로가기 누르면 메인.... 이건 정말 말도 안되지 않나요.. 그렇게 몇번 메인 갔다오면 볼 엄두가 안납니다. 쿠폰을 뿌리기 전에 최소한의 둘러보기라도 편하게 돼야 쓸만한지 판단하지 않을까요.,한번보려면최소서너번은강제종료후다시엽니다쿠폰팝업뜨면먹통은다반사구형단말아니구요XS예요그리고제일불편한건리스트에서제품본후뒤로가기누르면메인이건정말말도안되지않나요그렇게몇번메인갔다오면볼엄두가안납니다쿠폰을뿌리기전에최소한의둘러보기라도편하게돼야쓸만한지판단하지않을까요,"['한번', '최소', '서너', '번은', '강제', '종료', '다시', '쿠폰', '팝업', '먹통', '다반사', '구형', '단말', '제일', '리스트', '제품', '후뒤', '가기', '메인', '이건정', '말말', '몇번', '메인', '면볼', '엄두', '가안', '쿠폰', '뿌리', '기전', '최소한', '둘러보기', '한지', '판단']"
286,50프로 할인해서 써봤더니 괜찮아요! 겨울에는 더욱 유용하게 쓸 것 같아요,50프로할인해서써봤더니괜찮아요겨울에는더욱유용하게쓸것같아요,"['프로', '겨울', '더욱']"
287,"앱 기다렸는데 실망이네요. 최신버전인데도 계속 업데이트 하라고 하질 않나, 이메일 저장에 체크해도 저장이 안 됩니다. 자동 로그인 좀 만들어 주시고요. 로그인 상태에서도 일정 시간 지나면 계속 로그아웃 되네요.",앱기다렸는데실망이네요최신버전인데도계속업데이트하라고하질않나이메일저장에체크해도저장이안됩니다자동로그인좀만들어주시고요로그인상태에서도일정시간지나면계속로그아웃되네요,"['실망', '최신', '버전', '계속', '업데이트', '이메일', '저장', '체크', '해도', '저장', '자동', '로그인', '로그인', '상태', '일정', '계속', '로그아웃']"
288,인스타에서 보자마자 기대하구 설치했습니다,인스타에서보자마자기대하구설치했습니다,"['인스타', '설치']"
289,"아이템이 좋아서 결제한 후, 이제 옷을 선택해야지! 했는데ㅠ 계속 들어가면 흰 바탕의 화면만 보이네요ㅠㅠ",아이템이좋아서결제한후이제옷을선택해야지했는데ㅠ계속들어가면흰바탕의화면만보이네요ㅠㅠ,"['아이템', '결제', '이제', '선택', '계속', '바탕', '화면']"
290,오늘 아침에 결제하고 별로라 취소하려고 아무리 찾아도 없네요. 결국 취소할 수 있는 유일한 방법이 고객센터 통해서만 가능하다네요? 심지어 아주 깨알같이 써놔서 잘 보이지도않고요 ㅋㅋㅋ어이가없네 내일 바로 취소합니다 ㅡㅡ설마 저 위에분처럼 잘못 자동결제되면 진짜 신고하려고요 뭐 이런앱이,오늘아침에결제하고별로라취소하려고아무리찾아도없네요결국취소할수있는유일한방법이고객센터통해서만가능하다네요심지어아주깨알같이써놔서잘보이지도않고요ㅋㅋㅋ어이가없네내일바로취소합니다ㅡㅡ설마저위에분처럼잘못자동결제되면진짜신고하려고요뭐이런앱이,"['오늘아침', '결제', '로라', '취소', '려고', '취소', '방법', '고객', '센터', '통해', '아주', '깨알', '보이지', '취소', '잘못', '자동', '결제']"
291,앱이 별로에요. 잠시 나갓다가 들어오면 초기화 초기화 아아악 보던 화면 날라가는 게 짜증나요. 기본적 구동도 매우 느리구요. 앱 개발에 좀 더 신경써주세욧,앱이별로에요잠시나갓다가들어오면초기화초기화아아악보던화면날라가는게짜증나요기본적구동도매우느리구요앱개발에좀더신경써주세욧,"['별로', '다가', '초기', '초기', '아악', '화면', '기본', '구동', '매우', '개발', '좀더', '신경']"
292,가끔 앱이 열리는데 한~~~~~~~~참 걸려요. 하얀 화면만 보이는 때가 굉장히 잦아서 답답해요. 이 문제는 왜때문인 걸까요? 그리고 UI도 불편해요. 뒤로가기를 누르면 한단계 전으로 가야하는데 메인으로 가게 해놓는다거나.. 제품관리 화면에서 비전시 제품 팝업이 뜨는데 또 판매자 창에는 버젓이 떠있고.. 앱의 신뢰도가 팍팍 떨어져요 ㅠㅠㅠㅠㅠ,가끔앱이열리는데한참걸려요하얀화면만보이는때가굉장히잦아서답답해요이문제는왜때문인걸까요그리고UI도불편해요뒤로가기를누르면한단계전으로가야하는데메인으로가게해놓는다거나제품관리화면에서비전시제품팝업이뜨는데또판매자창에는버젓이떠있고앱의신뢰도가팍팍떨어져요ㅠㅠㅠㅠㅠ,"['가끔', '한참', '화면', '문제', '때문', '가기', '한단', '계전', '메인', '가게', '제품', '관리', '화면', '제품', '팝업', '판매', '신뢰']"
293,닫기 눌렀는데 안닫아지고... 뒤로가기 버튼이 없고... 왼쪽스와이프로 뒤로가기 제스쳐도 안먹히고... 앱을 쓸 수가 없네요,닫기눌렀는데안닫아지고뒤로가기버튼이없고왼쪽스와이프로뒤로가기제스쳐도안먹히고앱을쓸수가없네요,"['가기', '버튼', '왼쪽', '프로', '가기', '제스쳐', '도안']"
294,아이폰 xs 이용자 입니다. 화면 밑에 자바스크립트로 보이는 코드가 노출되고 있는 것 같아요!,아이폰xs이용자입니다화면밑에자바스크립트로보이는코드가노출되고있는것같아요,"['아이폰', '이용자', '화면', '자바스크립트', '코드', '노출']"
295,1. 쿠폰알림,1쿠폰알림,"['쿠폰', '알림']"
296,용량때문에 구매내역삭제 부탁드립니다,용량때문에구매내역삭제부탁드립니다,"['용량', '때문', '삭제']"
297,지금 몇번이나 다운받았다 깔았다 했네요 ㅜㅡㅜ 웹도 앱도 흰화면만 나오고 아무리 기다려도 실행이 안되네요,지금몇번이나다운받았다깔았다했네요ㅜㅡㅜ웹도앱도흰화면만나오고아무리기다려도실행이안되네요,"['지금', '몇번', '다운', '화면', '실행']"
298,정품 옷을 빌려주시는 건가요?,정품옷을빌려주시는건가요,"['정품옷', '가요']"
299,옷도 고가이긴 한데,옷도고가이긴한데,['고가']
300,처음에 광고보고 오 진짜 내가 써보고 싶은 명품백 필요할 땐 저기서 빌리면 되겠다! 하고 가입ㅎㅎ이벤트 쿠폰을 많이줘서 체험용으로 써보는거 낫배드~,처음에광고보고오진짜내가써보고싶은명품백필요할땐저기서빌리면되겠다하고가입ㅎㅎ이벤트쿠폰을많이줘서체험용으로써보는거낫배드,"['처음', '광고', '명품', '가입', '이벤트', '쿠폰', '체험', '배드']"
301,좋은 비즈니스 모델이라 생각하고 기대하고 주문했는데 최악입니다.,좋은비즈니스모델이라생각하고기대하고주문했는데최악입니다,"['비즈니스모델', '생각', '주문', '최악']"
302,아무리 리사이클옷이 있다해도,아무리리사이클옷이있다해도,"['리리', '사이클', '해도']"
303,차라리 그냥 사고말듯;;; 줘도 안입는옷 많아요,차라리그냥사고말듯줘도안입는옷많아요,"['사고', '도안']"
304,"코로나 타격입고 어디 안나가다보니 옷을 안사게되고 그래도 사람이 살다보니 주말에 놀러도 가고, 어디 여행도 조금 갈 수 있고, 뎃뚜도 하고 해야하지 않겠습니까...? 옷은 없고 + 옷 욕심은 많고 다 살순없고....하... 그래서 클로젯셰어 멤버쉽 구매해봤는데 2020올해 옷에 대한 물욕은 이거로 다잡았습니다진심..💜 매달 8피스 절대 적지 않고, 2주마다 4피스씩 새옷 받아입는 느낌이라고생각하면 됨... 올때마다 새옷처럼 포장해서 완전 살균소독 다되어있고 나는 약속에 편하고 이쁘게 고른 옷 짠 입고 다녀와서 잘 개켜서 다음 옷 주문하면 알아서 가져가고 또 새옷 갖다줌...... 물욕도 다잡고, 솔직히 옷 사서 대충입고 버리고 하느니 공유옷장=환경수호라는 생각까지듬..... 심지어 보세 아니고 다 양질의 퀄리티/선별된 옷들이라 입으면 대부분 다 태가 남(사이즈 미스 한두번 있었지만 실측 잘 보고 주문하면 거의 실패 없다고봄니당....) 아무튼 주문하세요. 두번 주문하세요. 클쉐 멤버쉽은 사랑입니다 진짜💜",코로나타격입고어디안나가다보니옷을안사게되고그래도사람이살다보니주말에놀러도가고어디여행도조금갈수있고뎃뚜도하고해야하지않겠습니까옷은없고옷욕심은많고다살순없고하그래서클로젯셰어멤버쉽구매해봤는데2020올해옷에대한물욕은이거로다잡았습니다진심매달8피스절대적지않고2주마다4피스씩새옷받아입는느낌이라고생각하면됨올때마다새옷처럼포장해서완전살균소독다되어있고나는약속에편하고이쁘게고른옷짠입고다녀와서잘개켜서다음옷주문하면알아서가져가고또새옷갖다줌물욕도다잡고솔직히옷사서대충입고버리고하느니공유옷장환경수호라는생각까지듬심지어보세아니고다양질의퀄리티선별된옷들이라입으면대부분다태가남사이즈미스한두번있었지만실측잘보고주문하면거의실패없다고봄니당아무튼주문하세요두번주문하세요클쉐멤버쉽은사랑입니다진짜,"['코로나', '타격', '디안', '사람', '에놀', '여행', '갈수', '뎃뚜', '도하', '고해', '욕심', '살순', '하그', '서클', '셰어', '멤버', '구매', '올해', '물욕', '진심', '매달', '피스', '절대', '주마', '피스', '느낌', '생각', '포장', '완전', '살균', '소독', '약속', '주문', '면알', '또새옷', '줌물욕', '사서', '대충', '공유', '옷장', '환경', '수호', '생각', '양질', '퀄리티선별', '대부분', '다태', '사이즈', '미스', '보고', '주문', '실패', '주문', '주문', '멤버', '사랑', '진짜']"
305,셰어링 신청했는데 수거과정 매우 번거로움.,셰어링신청했는데수거과정매우번거로움,"['셰어', '신청', '수거', '과정', '매우']"
306,수익금 출금할때 아무때나 자동출금 되면 좋겠어요,수익금출금할때아무때나자동출금되면좋겠어요,"['수익금', '출금', '자동', '출금']"
307,1. 일단 쉐어러에게 오는 수익에 대한 설명이 부족,1일단쉐어러에게오는수익에대한설명이부족,[]
308,옷 보내면 한달동안 깜깜 무소식,옷보내면한달동안깜깜무소식,"['달동', '깜깜무소식']"
309,백만원 짜리 옷 빌려주는데 몇백원 주면 누가 옷을 공유할까요?^^ 기재도 해놓으세요^^,백만원짜리옷빌려주는데몇백원주면누가옷을공유할까요기재도해놓으세요,"['백만원', '원주', '누가', '공유', '기재']"
310,직업 특성상 강연을 종종 나가곤 하는데 그때마다,직업특성상강연을종종나가곤하는데그때마다,"['직업', '특성', '강연', '종종']"
311,셰어링을 하기 위해 앱을 설치를 했고,셰어링을하기위해앱을설치를했고,"['셰어', '위해', '설치']"
312,"의류 구매했는데 구매할땐 쏜살 배송 ㅋㅋ 1-2 일만에 도착 ㅋㅋㅋ 근데 사이즈 진짜 엉망으로 올리고 어떤 s 사이즈는 xxs로 봐도 되고, 다른 s사이즈는 또 겁나 크고... 휴 그래도 뭐 구체적 길이 작성하니 그렇다 쳐도.. 반품 바로 신청해서 1-2일이후 도착해도(택배송장조회시 분명 도착했음에도...무한대기 ㅋㅋㅋㅋㅋㅋ)",의류구매했는데구매할땐쏜살배송ㅋㅋ12일만에도착ㅋㅋㅋ근데사이즈진짜엉망으로올리고어떤s사이즈는xxs로봐도되고다른s사이즈는또겁나크고휴그래도뭐구체적길이작성하니그렇다쳐도반품바로신청해서12일이후도착해도택배송장조회시분명도착했음에도무한대기ㅋㅋㅋㅋㅋㅋ,"['의류', '구매', '구매', '배송', '진짜', '엉망', '사이즈', '사이즈', '또겁', '나크', '구체', '길이', '작성', '반품', '신청']"
313,평소에 옷에 관심 엄청 많은데 애엄마라서 옷을 선뜻 사기가 그렇더라고여! 지인이 추천해서 한번 받아봤는뎅! 옷 스타일도 제가 원하는 스타일도 많고! 무엇보다도 렌탈은 물론 셰어도 가능하고 중고판매도 가능하다는 점! 덕분에 돈도 벌었어용^^,평소에옷에관심엄청많은데애엄마라서옷을선뜻사기가그렇더라고여지인이추천해서한번받아봤는뎅옷스타일도제가원하는스타일도많고무엇보다도렌탈은물론셰어도가능하고중고판매도가능하다는점덕분에돈도벌었어용,"['평소', '관심', '엄마', '선뜻', '사기', '고여', '지인', '추천', '한번', '뎅옷', '스타일', '도제', '스타일', '렌탈', '셰어', '중고', '판매', '덕분']"
314,셰어링 해보려고 고가의 가방을 보냈는데 처음 받았던 안내와는 달리 물어보지 않으면 세월아 네월아 창고에 두고두고 촬영준비중이란 말만 돌아오는 시스템.,셰어링해보려고고가의가방을보냈는데처음받았던안내와는달리물어보지않으면세월아네월아창고에두고두고촬영준비중이란말만돌아오는시스템,"['셰어', '가방', '처음', '달리', '세월', '창고', '두고두고', '촬영', '준비', '시스템']"
315,한두번밖에 안입을 것 같아 사기도 뭐하고 하던 와중에 검색하다가 알게됬어요!!!! 옷장에 안입는 옷은 쟁여 놓기는 싫은데 예쁭 옷은 입어야겠고 할때 ㅊㅊ,한두번밖에안입을것같아사기도뭐하고하던와중에검색하다가알게됬어요옷장에안입는옷은쟁여놓기는싫은데예쁭옷은입어야겠고할때ㅊㅊ,"['기도', '와중', '검색', '다가', '옷장', '예쁭옷']"
316,피로연 원피스까지!!👍🏻👍🏻,피로연원피스까지,"['피로연', '원피스']"
317,정액권 구매하자마자 들어가보니 빌릴옷도 형편없어서 바로 취소신청했습니다. 카톡상담으로 취소요청까지했고요. 어플에서는 구매내역이 없다고 뜨고요.,정액권구매하자마자들어가보니빌릴옷도형편없어서바로취소신청했습니다카톡상담으로취소요청까지했고요어플에서는구매내역이없다고뜨고요,"['정액', '구매', '형편', '취소', '신청', '카톡', '상담', '취소', '요청', '어플', '구매']"
318,여자들이라면 공감ㅋㅋㅋㅋ 평소에 비싸서 사기 엄두도 못냈던 브랜드 옷도 같은 가격에 빌릴수 있는 부분이 너무 좋네요. 옷이랑 가방 받아보는 재미로 요즘 삽니다.,여자들이라면공감ㅋㅋㅋㅋ평소에비싸서사기엄두도못냈던브랜드옷도같은가격에빌릴수있는부분이너무좋네요옷이랑가방받아보는재미로요즘삽니다,"['여자', '공감', '평소', '사기', '엄두', '브랜드', '가격', '부분', '가방', '재미', '요즘']"
319,"옷 물량은 많아지는데 입을 만한 옷은 일단 거의 대여중이고, 검색 설정 자체가 한계가 많아서 옷찾기가 모래밭에서 쓸만한 구슬 줏기임.",옷물량은많아지는데입을만한옷은일단거의대여중이고검색설정자체가한계가많아서옷찾기가모래밭에서쓸만한구슬줏기임,"['옷물량', '여중', '검색', '설정', '자체', '한계', '찾기', '모래밭', '구슬', '줏기임']"
